bank_name,review_text,rating,sentiment_score,review_date,thumbs_up,text_length,word_count,source,app_version,sentiment_label,month
Dashen Bank,I love how easy it is to do good security.,5,0.58,2025-06-08,1,42,10,Google Play Store,1.7.58,positive,2025-06
Dashen Bank,Excellent experience with innovative features.,5,0.593,2025-05-01,4,46,5,Google Play Store,1.1.9,positive,2025-05
Dashen Bank,Excellent experience with modern design.,5,1.0,2025-07-02,3,40,5,Google Play Store,4.2.66,positive,2025-07
Bank of Abyssinia,I love how easy it is to do secure transactions.,4,0.91,2025-01-21,2,48,10,Google Play Store,1.2.2,positive,2025-01
Bank of Abyssinia,Disappointed with high fees issues.,1,-0.585,2025-09-17,3,35,5,Google Play Store,4.6.82,negative,2025-09
Bank of Abyssinia,Please fix the transaction failures problem!,2,-0.681,2025-01-21,0,44,6,Google Play Store,2.4.22,negative,2025-01
Commercial Bank of Ethiopia,Disappointed with slow loading time issues.,2,-0.562,2025-02-10,0,43,6,Google Play Store,4.1.39,negative,2025-02
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best convenient feature.,5,1.0,2025-07-19,2,60,9,Google Play Store,1.9.58,positive,2025-07
Dashen Bank,I love how easy it is to do good security.,5,0.622,2025-06-07,2,42,10,Google Play Store,4.1.41,positive,2025-06
Bank of Abyssinia,The app works perfectly for smooth experience.,4,1.0,2025-06-12,3,46,7,Google Play Store,3.7.12,positive,2025-06
Commercial Bank of Ethiopia,The app keeps having problems with login problems.,2,-0.437,2025-09-07,1,50,8,Google Play Store,1.4.34,negative,2025-09
Commercial Bank of Ethiopia,I love how easy it is to do good customer support.,5,0.979,2025-01-09,3,50,11,Google Play Store,3.2.45,positive,2025-01
Awash Bank,The app works perfectly for useful features.,5,0.744,2025-11-30,2,44,7,Google Play Store,2.6.56,positive,2025-11
Commercial Bank of Ethiopia,I love how easy it is to do fast money transfer.,4,0.325,2025-01-05,3,48,11,Google Play Store,3.2.25,positive,2025-01
Commercial Bank of Ethiopia,Excellent experience with good customer support.,5,0.359,2024-12-15,1,48,6,Google Play Store,3.1.16,positive,2024-12
Bank of Abyssinia,poor connectivity is making the app unusable.,2,-0.719,2025-02-06,1,45,7,Google Play Store,4.3.94,negative,2025-02
Commercial Bank of Ethiopia,The app keeps having problems with connection errors.,1,-0.941,2025-08-20,1,53,8,Google Play Store,3.1.55,negative,2025-08
Dashen Bank,Highly recommended for quick setup.,5,0.92,2025-02-08,4,35,5,Google Play Store,4.6.76,positive,2025-02
Bank of Abyssinia,Please fix the high fees problem!,1,-0.734,2025-06-01,0,33,6,Google Play Store,4.9.17,negative,2025-06
Awash Bank,The app works perfectly for stable performance.,5,0.728,2025-05-23,1,47,7,Google Play Store,4.3.21,positive,2025-05
Bank of Abyssinia,Bank of Abyssinia has the best user-friendly interface feature.,5,0.512,2025-05-12,3,63,9,Google Play Store,4.0.26,positive,2025-05
Dashen Bank,The app works perfectly for innovative features.,5,0.762,2025-11-12,3,48,7,Google Play Store,1.0.92,positive,2025-11
Commercial Bank of Ethiopia,login problems is making the app unusable.,1,-0.708,2025-03-21,2,42,7,Google Play Store,2.6.44,negative,2025-03
Commercial Bank of Ethiopia,Excellent experience with convenient.,5,0.813,2025-09-27,6,37,4,Google Play Store,4.5.32,positive,2025-09
Commercial Bank of Ethiopia,The app works perfectly for easy to use.,5,0.731,2025-04-11,5,40,8,Google Play Store,2.7.37,positive,2025-04
Dashen Bank,Excellent experience with modern design.,5,0.797,2025-05-18,4,40,5,Google Play Store,3.9.82,positive,2025-05
Dashen Bank,"Frustrated with error messages, needs immediate attention.",1,-0.522,2025-10-15,3,58,7,Google Play Store,3.4.92,negative,2025-10
Dashen Bank,Highly recommended for innovative features.,5,0.634,2025-03-14,3,43,5,Google Play Store,2.1.40,positive,2025-03
Awash Bank,Awash Bank has the best easy registration feature.,4,0.578,2024-12-06,2,50,8,Google Play Store,3.7.51,positive,2024-12
Dashen Bank,Dashen Bank has the best innovative features feature.,4,1.0,2025-04-19,4,53,8,Google Play Store,2.4.73,positive,2025-04
Commercial Bank of Ethiopia,I love how easy it is to do reliable service.,5,0.919,2025-10-03,2,45,10,Google Play Store,4.1.92,positive,2025-10
Dashen Bank,"Frustrated with limited functionality, needs immediate attention.",1,-0.39,2025-03-15,1,65,7,Google Play Store,2.9.14,negative,2025-03
Commercial Bank of Ethiopia,Disappointed with app crashes frequently issues.,1,-0.458,2025-03-29,0,48,6,Google Play Store,1.0.50,negative,2025-03
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best convenient feature.,5,0.715,2025-06-11,2,60,9,Google Play Store,3.6.48,positive,2025-06
Dashen Bank,I love how easy it is to do innovative features.,4,0.463,2025-01-18,4,48,10,Google Play Store,1.8.86,positive,2025-01
Commercial Bank of Ethiopia,update issues is making the app unusable.,2,-0.275,2025-08-30,1,41,7,Google Play Store,2.5.76,negative,2025-08
Bank of Abyssinia,Excellent experience with user-friendly interface.,5,1.0,2025-07-31,2,50,5,Google Play Store,2.9.75,positive,2025-07
Commercial Bank of Ethiopia,The app works perfectly for reliable service.,5,0.989,2025-01-15,3,45,7,Google Play Store,2.0.21,positive,2025-01
Commercial Bank of Ethiopia,"Frustrated with app crashes frequently, needs immediate attention.",2,-0.647,2025-09-09,0,66,8,Google Play Store,1.3.24,negative,2025-09
Commercial Bank of Ethiopia,Excellent experience with convenient.,5,0.566,2025-05-13,4,37,4,Google Play Store,4.8.92,positive,2025-05
Bank of Abyssinia,I love how easy it is to do secure transactions.,5,0.508,2025-08-12,2,48,10,Google Play Store,3.8.58,positive,2025-08
Bank of Abyssinia,poor connectivity is making the app unusable.,2,-1.0,2025-01-07,1,45,7,Google Play Store,2.4.18,negative,2025-01
Commercial Bank of Ethiopia,Excellent experience with reliable service.,5,0.881,2025-01-16,5,43,5,Google Play Store,4.0.50,positive,2025-01
Commercial Bank of Ethiopia,Excellent experience with reliable service.,4,0.962,2025-01-25,3,43,5,Google Play Store,4.9.30,positive,2025-01
Dashen Bank,Highly recommended for innovative features.,4,0.605,2025-05-01,2,43,5,Google Play Store,1.1.36,positive,2025-05
Commercial Bank of Ethiopia,"Frustrated with app crashes frequently, needs immediate attention.",1,-0.733,2025-07-28,0,66,8,Google Play Store,4.4.28,negative,2025-07
Bank of Abyssinia,Bank of Abyssinia has the best helpful support team feature.,5,0.923,2025-01-20,2,60,10,Google Play Store,3.0.89,positive,2025-01
Bank of Abyssinia,Bank of Abyssinia has the best helpful support team feature.,5,0.462,2025-07-07,2,60,10,Google Play Store,4.4.58,positive,2025-07
Awash Bank,I love how easy it is to do easy registration.,4,0.387,2025-01-15,3,46,10,Google Play Store,1.2.62,positive,2025-01
Commercial Bank of Ethiopia,Disappointed with slow loading time issues.,2,-0.428,2025-07-02,0,43,6,Google Play Store,1.7.6,negative,2025-07
Bank of Abyssinia,Disappointed with high fees issues.,1,-1.0,2025-08-17,0,35,5,Google Play Store,2.6.75,negative,2025-08
Commercial Bank of Ethiopia,Highly recommended for reliable service.,5,0.934,2025-01-08,2,40,5,Google Play Store,1.8.96,positive,2025-01
Commercial Bank of Ethiopia,Excellent experience with easy to use.,5,0.474,2025-05-13,6,38,6,Google Play Store,1.9.98,positive,2025-05
Awash Bank,The app keeps having problems with slow transactions.,1,-0.859,2024-12-26,0,53,8,Google Play Store,4.0.43,negative,2024-12
Dashen Bank,"Frustrated with error messages, needs immediate attention.",2,-0.272,2025-07-02,0,58,7,Google Play Store,2.2.86,negative,2025-07
Commercial Bank of Ethiopia,The app works perfectly for convenient.,4,0.546,2025-09-22,4,39,6,Google Play Store,1.3.39,positive,2025-09
Bank of Abyssinia,"Frustrated with transaction failures, needs immediate attention.",2,-0.482,2025-03-18,2,64,7,Google Play Store,1.9.47,negative,2025-03
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,5,0.936,2025-08-17,6,59,9,Google Play Store,1.4.28,positive,2025-08
Commercial Bank of Ethiopia,Highly recommended for convenient.,4,1.0,2024-12-20,3,34,4,Google Play Store,1.3.94,positive,2024-12
Commercial Bank of Ethiopia,slow loading time is making the app unusable.,1,-0.634,2025-04-20,0,45,8,Google Play Store,3.1.76,negative,2025-04
Commercial Bank of Ethiopia,Disappointed with update issues issues.,1,-0.247,2025-09-17,1,39,5,Google Play Store,3.5.23,negative,2025-09
Awash Bank,slow transactions is making the app unusable.,2,-0.408,2025-02-02,3,45,7,Google Play Store,2.6.28,negative,2025-02
Commercial Bank of Ethiopia,The app works perfectly for reliable service.,5,0.496,2025-02-06,2,45,7,Google Play Store,4.7.79,positive,2025-02
Dashen Bank,Excellent experience with modern design.,5,0.864,2025-06-18,2,40,5,Google Play Store,1.5.10,positive,2025-06
Commercial Bank of Ethiopia,Excellent experience with good customer support.,5,0.698,2025-03-23,3,48,6,Google Play Store,1.8.60,positive,2025-03
Bank of Abyssinia,I love how easy it is to do user-friendly interface.,5,1.0,2024-12-24,6,52,10,Google Play Store,4.7.92,positive,2024-12
Awash Bank,Please fix the notification delays problem!,2,-0.881,2025-04-16,0,43,6,Google Play Store,3.2.5,negative,2025-04
Commercial Bank of Ethiopia,Highly recommended for reliable service.,4,0.448,2025-02-28,3,40,5,Google Play Store,1.8.23,positive,2025-02
Awash Bank,The app keeps having problems with outdated interface.,1,-0.441,2025-09-18,0,54,8,Google Play Store,1.7.80,negative,2025-09
Bank of Abyssinia,Please fix the poor connectivity problem!,2,-1.0,2025-03-19,1,41,6,Google Play Store,2.9.92,negative,2025-03
Bank of Abyssinia,Please fix the poor connectivity problem!,1,-0.893,2025-10-13,2,41,6,Google Play Store,1.8.20,negative,2025-10
Awash Bank,Highly recommended for easy registration.,5,1.0,2025-11-07,4,41,5,Google Play Store,1.6.14,positive,2025-11
Commercial Bank of Ethiopia,Highly recommended for convenient.,5,0.915,2025-10-11,6,34,4,Google Play Store,2.3.14,positive,2025-10
Commercial Bank of Ethiopia,Excellent experience with good customer support.,5,0.471,2025-03-01,3,48,6,Google Play Store,4.6.92,positive,2025-03
Bank of Abyssinia,Excellent experience with smooth experience.,5,1.0,2025-03-18,3,44,5,Google Play Store,2.3.1,positive,2025-03
Commercial Bank of Ethiopia,Please fix the update issues problem!,1,-0.896,2025-06-30,0,37,6,Google Play Store,3.2.72,negative,2025-06
Commercial Bank of Ethiopia,The app works perfectly for easy to use.,4,1.0,2025-11-18,2,40,8,Google Play Store,4.7.30,positive,2025-11
Bank of Abyssinia,The app works perfectly for user-friendly interface.,4,1.0,2025-02-24,6,52,7,Google Play Store,4.8.73,positive,2025-02
Dashen Bank,Excellent experience with modern design.,5,1.0,2025-09-22,4,40,5,Google Play Store,4.8.2,positive,2025-09
Dashen Bank,I love how easy it is to do good security.,4,0.819,2025-03-03,5,42,10,Google Play Store,4.2.82,positive,2025-03
Bank of Abyssinia,Highly recommended for user-friendly interface.,5,0.947,2025-08-27,4,47,5,Google Play Store,4.2.57,positive,2025-08
Commercial Bank of Ethiopia,I love how easy it is to do convenient.,5,0.544,2025-08-16,2,39,9,Google Play Store,1.3.7,positive,2025-08
Awash Bank,Excellent experience with easy registration.,5,0.572,2025-03-12,2,44,5,Google Play Store,3.9.18,positive,2025-03
Dashen Bank,Excellent experience with innovative features.,4,0.418,2025-01-31,2,46,5,Google Play Store,1.6.33,positive,2025-01
Bank of Abyssinia,I love how easy it is to do smooth experience.,4,0.934,2025-09-04,6,46,10,Google Play Store,1.0.85,positive,2025-09
Dashen Bank,Please fix the error messages problem!,2,-0.231,2025-10-04,4,38,6,Google Play Store,4.4.88,negative,2025-10
Dashen Bank,Disappointed with limited functionality issues.,2,-0.37,2025-01-30,1,47,5,Google Play Store,4.9.59,negative,2025-01
Bank of Abyssinia,The app works perfectly for smooth experience.,5,1.0,2025-02-22,2,46,7,Google Play Store,3.2.22,positive,2025-02
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best fast money transfer feature.,4,1.0,2025-01-12,1,69,11,Google Play Store,2.4.63,positive,2025-01
Commercial Bank of Ethiopia,The app works perfectly for convenient.,5,1.0,2025-10-17,2,39,6,Google Play Store,4.9.21,positive,2025-10
Commercial Bank of Ethiopia,Excellent experience with good customer support.,5,0.576,2025-11-21,3,48,6,Google Play Store,2.7.13,positive,2025-11
Commercial Bank of Ethiopia,Highly recommended for good customer support.,5,1.0,2025-02-27,2,45,6,Google Play Store,4.9.4,positive,2025-02
Awash Bank,I love how easy it is to do useful features.,5,0.802,2025-05-07,2,44,10,Google Play Store,4.5.49,positive,2025-05
Bank of Abyssinia,"Frustrated with transaction failures, needs immediate attention.",1,-0.984,2025-02-05,1,64,7,Google Play Store,2.0.32,negative,2025-02
Dashen Bank,Highly recommended for quick setup.,5,0.724,2025-09-24,1,35,5,Google Play Store,2.5.73,positive,2025-09
Bank of Abyssinia,Excellent experience with user-friendly interface.,5,0.851,2025-11-06,0,50,5,Google Play Store,2.6.63,positive,2025-11
Bank of Abyssinia,Highly recommended for smooth experience.,4,1.0,2025-07-31,1,41,5,Google Play Store,2.4.18,positive,2025-07
Bank of Abyssinia,Please fix the transaction failures problem!,1,-0.679,2025-03-13,3,44,6,Google Play Store,3.8.93,negative,2025-03
Bank of Abyssinia,high fees is making the app unusable.,2,-0.292,2025-01-18,0,37,7,Google Play Store,4.6.17,negative,2025-01
Awash Bank,I love how easy it is to do stable performance.,4,0.721,2025-01-22,7,47,10,Google Play Store,4.9.5,positive,2025-01
Bank of Abyssinia,Excellent experience with helpful support team.,4,0.674,2025-11-01,3,47,6,Google Play Store,1.6.20,positive,2025-11
Awash Bank,I love how easy it is to do useful features.,5,1.0,2025-09-16,7,44,10,Google Play Store,4.0.88,positive,2025-09
Awash Bank,Excellent experience with helpful customer service.,4,0.923,2025-03-06,2,51,6,Google Play Store,2.5.88,positive,2025-03
Commercial Bank of Ethiopia,"Frustrated with slow loading time, needs immediate attention.",1,-0.678,2025-10-24,0,61,8,Google Play Store,4.7.96,negative,2025-10
Commercial Bank of Ethiopia,Excellent experience with good customer support.,5,0.747,2024-12-17,4,48,6,Google Play Store,2.6.37,positive,2024-12
Commercial Bank of Ethiopia,I love how easy it is to do easy to use.,5,0.972,2025-03-26,5,40,11,Google Play Store,1.6.37,positive,2025-03
Bank of Abyssinia,Highly recommended for helpful support team.,5,0.972,2025-08-25,3,44,6,Google Play Store,1.8.79,positive,2025-08
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,5,0.805,2025-03-05,5,59,9,Google Play Store,1.4.16,positive,2025-03
Commercial Bank of Ethiopia,Highly recommended for convenient.,4,0.445,2025-05-10,3,34,4,Google Play Store,3.4.86,positive,2025-05
Dashen Bank,Please fix the complex navigation problem!,2,-0.811,2025-05-30,2,42,6,Google Play Store,2.2.18,negative,2025-05
Dashen Bank,I love how easy it is to do innovative features.,5,0.664,2025-06-20,1,48,10,Google Play Store,3.1.51,positive,2025-06
Dashen Bank,I love how easy it is to do innovative features.,5,0.949,2025-09-13,4,48,10,Google Play Store,2.1.47,positive,2025-09
Bank of Abyssinia,I love how easy it is to do smooth experience.,5,0.773,2025-07-18,1,46,10,Google Play Store,2.7.14,positive,2025-07
Awash Bank,notification delays is making the app unusable.,1,-0.718,2025-10-11,3,47,7,Google Play Store,2.1.12,negative,2025-10
Awash Bank,Highly recommended for helpful customer service.,4,0.868,2025-01-17,3,48,6,Google Play Store,1.8.12,positive,2025-01
Commercial Bank of Ethiopia,Highly recommended for easy to use.,5,0.506,2025-08-07,4,35,6,Google Play Store,2.9.23,positive,2025-08
Dashen Bank,Dashen Bank has the best good security feature.,5,0.842,2025-09-24,3,47,8,Google Play Store,2.7.16,positive,2025-09
Dashen Bank,Highly recommended for modern design.,4,0.885,2025-08-13,7,37,5,Google Play Store,1.6.44,positive,2025-08
Awash Bank,Disappointed with slow transactions issues.,1,-0.478,2025-09-26,2,43,5,Google Play Store,2.0.42,negative,2025-09
Bank of Abyssinia,I love how easy it is to do smooth experience.,5,0.745,2025-09-25,0,46,10,Google Play Store,1.7.2,positive,2025-09
Bank of Abyssinia,The app works perfectly for secure transactions.,5,0.406,2025-06-24,2,48,7,Google Play Store,3.9.46,positive,2025-06
Bank of Abyssinia,high fees is making the app unusable.,2,-0.813,2025-03-05,3,37,7,Google Play Store,1.4.99,negative,2025-03
Commercial Bank of Ethiopia,Disappointed with connection errors issues.,1,-1.0,2025-04-29,2,43,5,Google Play Store,3.0.72,negative,2025-04
Bank of Abyssinia,Excellent experience with helpful support team.,5,0.909,2025-01-04,6,47,6,Google Play Store,4.3.47,positive,2025-01
Bank of Abyssinia,Excellent experience with helpful support team.,5,1.0,2025-08-15,6,47,6,Google Play Store,3.2.31,positive,2025-08
Bank of Abyssinia,Highly recommended for helpful support team.,4,0.851,2024-12-13,3,44,6,Google Play Store,3.5.11,positive,2024-12
Commercial Bank of Ethiopia,I love how easy it is to do reliable service.,5,0.518,2025-07-22,2,45,10,Google Play Store,4.1.12,positive,2025-07
Dashen Bank,Dashen Bank has the best quick setup feature.,4,0.418,2025-10-27,2,45,8,Google Play Store,4.6.94,positive,2025-10
Dashen Bank,Excellent experience with modern design.,5,1.0,2024-12-08,2,40,5,Google Play Store,3.9.78,positive,2024-12
Commercial Bank of Ethiopia,"Frustrated with connection errors, needs immediate attention.",1,-0.431,2025-09-22,1,61,7,Google Play Store,3.4.55,negative,2025-09
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best good customer support feature.,4,0.916,2025-04-07,9,71,11,Google Play Store,1.4.79,positive,2025-04
Awash Bank,Disappointed with login troubles issues.,2,-0.382,2025-10-28,1,40,5,Google Play Store,3.7.61,negative,2025-10
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best reliable service feature.,4,0.865,2025-02-12,7,66,10,Google Play Store,4.1.90,positive,2025-02
Dashen Bank,Excellent experience with innovative features.,4,0.655,2025-07-14,5,46,5,Google Play Store,1.4.92,positive,2025-07
Bank of Abyssinia,Please fix the poor connectivity problem!,1,-0.73,2025-07-19,1,41,6,Google Play Store,3.3.95,negative,2025-07
Dashen Bank,The app keeps having problems with limited functionality.,1,-0.391,2025-10-11,2,57,8,Google Play Store,4.9.48,negative,2025-10
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best convenient feature.,5,0.789,2025-09-28,5,60,9,Google Play Store,1.7.78,positive,2025-09
Commercial Bank of Ethiopia,The app keeps having problems with update issues.,2,-0.803,2025-07-19,1,49,8,Google Play Store,2.6.6,negative,2025-07
Awash Bank,Highly recommended for helpful customer service.,5,0.736,2025-06-01,2,48,6,Google Play Store,3.5.3,positive,2025-06
Bank of Abyssinia,The app works perfectly for smooth experience.,4,0.943,2024-12-18,2,46,7,Google Play Store,2.8.53,positive,2024-12
Bank of Abyssinia,Please fix the transaction failures problem!,1,-0.996,2025-11-17,0,44,6,Google Play Store,2.6.4,negative,2025-11
Commercial Bank of Ethiopia,Highly recommended for fast money transfer.,5,0.8,2025-05-04,4,43,6,Google Play Store,1.8.74,positive,2025-05
Awash Bank,I love how easy it is to do useful features.,5,0.825,2025-02-27,1,44,10,Google Play Store,4.8.31,positive,2025-02
Dashen Bank,Excellent experience with good security.,5,0.611,2025-03-25,4,40,5,Google Play Store,2.9.20,positive,2025-03
Bank of Abyssinia,Excellent experience with helpful support team.,4,0.883,2025-01-12,5,47,6,Google Play Store,2.4.79,positive,2025-01
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best reliable service feature.,5,0.683,2025-02-02,2,66,10,Google Play Store,3.3.15,positive,2025-02
Bank of Abyssinia,Bank of Abyssinia has the best user-friendly interface feature.,5,0.731,2025-02-11,1,63,9,Google Play Store,2.4.39,positive,2025-02
Bank of Abyssinia,"Frustrated with transaction failures, needs immediate attention.",2,-0.762,2024-12-11,0,64,7,Google Play Store,3.1.80,negative,2024-12
Bank of Abyssinia,Bank of Abyssinia has the best user-friendly interface feature.,5,0.772,2025-10-17,2,63,9,Google Play Store,4.1.56,positive,2025-10
Awash Bank,Excellent experience with stable performance.,5,1.0,2025-09-19,2,45,5,Google Play Store,3.2.35,positive,2025-09
Commercial Bank of Ethiopia,I love how easy it is to do good customer support.,5,0.716,2025-02-10,2,50,11,Google Play Store,2.1.4,positive,2025-02
Dashen Bank,I love how easy it is to do innovative features.,5,0.904,2025-11-25,4,48,10,Google Play Store,2.9.99,positive,2025-11
Bank of Abyssinia,The app keeps having problems with high fees.,1,-0.898,2025-03-06,0,45,8,Google Play Store,2.1.46,negative,2025-03
Dashen Bank,Excellent experience with modern design.,4,0.47,2025-05-04,2,40,5,Google Play Store,3.5.67,positive,2025-05
Commercial Bank of Ethiopia,The app keeps having problems with slow loading time.,1,-0.553,2025-05-02,1,53,9,Google Play Store,2.9.12,negative,2025-05
Awash Bank,Highly recommended for stable performance.,4,0.888,2025-01-02,4,42,5,Google Play Store,4.4.27,positive,2025-01
Bank of Abyssinia,"Frustrated with high fees, needs immediate attention.",2,-0.293,2025-10-25,1,53,7,Google Play Store,3.8.12,negative,2025-10
Commercial Bank of Ethiopia,Excellent experience with fast money transfer.,5,1.0,2025-03-03,4,46,6,Google Play Store,1.2.37,positive,2025-03
Commercial Bank of Ethiopia,I love how easy it is to do fast money transfer.,5,0.245,2025-03-16,4,48,11,Google Play Store,1.6.96,positive,2025-03
Commercial Bank of Ethiopia,I love how easy it is to do easy to use.,5,0.651,2025-02-11,4,40,11,Google Play Store,1.7.85,positive,2025-02
Commercial Bank of Ethiopia,Excellent experience with good customer support.,5,0.666,2025-09-11,2,48,6,Google Play Store,4.1.46,positive,2025-09
Bank of Abyssinia,The app works perfectly for user-friendly interface.,5,0.704,2025-03-02,0,52,7,Google Play Store,3.9.89,positive,2025-03
Commercial Bank of Ethiopia,Excellent experience with fast money transfer.,5,0.638,2025-01-31,4,46,6,Google Play Store,1.7.32,positive,2025-01
Commercial Bank of Ethiopia,The app works perfectly for convenient.,5,0.997,2025-07-04,3,39,6,Google Play Store,4.9.12,positive,2025-07
Bank of Abyssinia,Excellent experience with user-friendly interface.,4,1.0,2025-04-10,3,50,5,Google Play Store,2.7.56,positive,2025-04
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,4,0.76,2025-04-18,3,59,9,Google Play Store,3.2.71,positive,2025-04
Bank of Abyssinia,I love how easy it is to do secure transactions.,5,0.819,2025-01-03,1,48,10,Google Play Store,3.4.3,positive,2025-01
Commercial Bank of Ethiopia,"Frustrated with login problems, needs immediate attention.",2,-0.683,2025-11-16,0,58,7,Google Play Store,1.4.72,negative,2025-11
Commercial Bank of Ethiopia,login problems is making the app unusable.,2,-0.387,2025-07-22,1,42,7,Google Play Store,4.1.33,negative,2025-07
Commercial Bank of Ethiopia,Highly recommended for convenient.,5,0.958,2024-12-12,5,34,4,Google Play Store,4.4.26,positive,2024-12
Commercial Bank of Ethiopia,Highly recommended for easy to use.,5,0.409,2025-09-10,6,35,6,Google Play Store,4.1.77,positive,2025-09
Commercial Bank of Ethiopia,Commercial Bank of Ethiopia has the best good customer support feature.,4,0.449,2025-10-07,2,71,11,Google Play Store,3.9.36,positive,2025-10
Bank of Abyssinia,Highly recommended for smooth experience.,5,0.894,2025-04-01,3,41,5,Google Play Store,4.8.15,positive,2025-04
Commercial Bank of Ethiopia,I love how easy it is to do good customer support.,5,0.674,2025-08-25,0,50,11,Google Play Store,1.6.85,positive,2025-08
Commercial Bank of Ethiopia,Please fix the slow loading time problem!,1,-0.312,2025-01-21,1,41,7,Google Play Store,4.6.56,negative,2025-01
Bank of Abyssinia,Highly recommended for secure transactions.,4,1.0,2025-07-29,2,43,5,Google Play Store,1.8.5,positive,2025-07
Dashen Bank,Please fix the sync issues problem!,1,-1.0,2025-08-18,0,35,6,Google Play Store,2.8.82,negative,2025-08
Bank of Abyssinia,I love how easy it is to do smooth experience.,5,0.743,2024-12-24,3,46,10,Google Play Store,1.7.50,positive,2024-12
Bank of Abyssinia,Please fix the buggy updates problem!,1,-0.491,2025-03-04,4,37,6,Google Play Store,2.8.76,negative,2025-03
Dashen Bank,The app works perfectly for modern design.,5,0.732,2025-03-28,4,42,7,Google Play Store,4.5.71,positive,2025-03
Bank of Abyssinia,Bank of Abyssinia has the best user-friendly interface feature.,4,1.0,2025-02-02,4,63,9,Google Play Store,3.1.0,positive,2025-02
Dashen Bank,"Frustrated with sync issues, needs immediate attention.",1,-0.508,2025-03-23,1,55,7,Google Play Store,1.6.44,negative,2025-03
Bank of Abyssinia,Bank of Abyssinia has the best user-friendly interface feature.,5,0.44,2025-10-11,3,63,9,Google Play Store,2.9.50,positive,2025-10
Commercial Bank of Ethiopia,I love how easy it is to do easy to use.,5,0.56,2025-02-09,3,40,11,Google Play Store,2.7.37,positive,2025-02
Commercial Bank of Ethiopia,"Frustrated with connection errors, needs immediate attention.",1,-0.665,2025-10-05,1,61,7,Google Play Store,1.6.19,negative,2025-10
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,5,0.788,2024-12-20,4,59,9,Google Play Store,3.6.34,positive,2024-12
Commercial Bank of Ethiopia,The app works perfectly for fast money transfer.,4,1.0,2025-05-28,2,48,8,Google Play Store,1.2.30,positive,2025-05
Commercial Bank of Ethiopia,app crashes frequently is making the app unusable.,1,-0.682,2025-02-04,0,50,8,Google Play Store,3.7.55,negative,2025-02
Commercial Bank of Ethiopia,I love how easy it is to do convenient.,4,0.418,2024-12-07,2,39,9,Google Play Store,4.8.26,positive,2024-12
Dashen Bank,Please fix the error messages problem!,1,-0.569,2025-02-20,3,38,6,Google Play Store,2.9.94,negative,2025-02
Dashen Bank,Excellent experience with good security.,4,0.731,2025-01-01,4,40,5,Google Play Store,2.5.33,positive,2025-01
Awash Bank,Excellent experience with easy registration.,4,0.777,2025-07-15,6,44,5,Google Play Store,2.3.85,positive,2025-07
Commercial Bank of Ethiopia,I love how easy it is to do fast money transfer.,5,0.883,2025-01-21,2,48,11,Google Play Store,2.5.77,positive,2025-01
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,5,0.491,2024-12-04,5,59,9,Google Play Store,1.1.22,positive,2024-12
Bank of Abyssinia,Disappointed with high fees issues.,2,-0.809,2025-06-23,0,35,5,Google Play Store,1.0.44,negative,2025-06
Commercial Bank of Ethiopia,"Frustrated with app crashes frequently, needs immediate attention.",1,-0.558,2025-03-01,1,66,8,Google Play Store,1.6.85,negative,2025-03
Dashen Bank,The app works perfectly for modern design.,5,1.0,2025-09-23,1,42,7,Google Play Store,3.3.40,positive,2025-09
Commercial Bank of Ethiopia,Highly recommended for easy to use.,5,0.436,2025-06-03,2,35,6,Google Play Store,4.1.26,positive,2025-06
Dashen Bank,Disappointed with complex navigation issues.,1,-0.671,2025-11-05,1,44,5,Google Play Store,4.2.16,negative,2025-11
Commercial Bank of Ethiopia,Excellent experience with reliable service.,5,0.858,2025-06-09,3,43,5,Google Play Store,2.2.72,positive,2025-06
Bank of Abyssinia,I love how easy it is to do helpful support team.,4,0.588,2025-02-12,4,49,11,Google Play Store,4.6.67,positive,2025-02
Commercial Bank of Ethiopia,I love how easy it is to do good customer support.,5,0.217,2025-09-29,0,50,11,Google Play Store,4.3.47,positive,2025-09
Bank of Abyssinia,buggy updates is making the app unusable.,2,-0.173,2025-02-07,0,41,7,Google Play Store,4.2.68,negative,2025-02
Awash Bank,Please fix the outdated interface problem!,2,-0.468,2025-10-15,0,42,6,Google Play Store,4.6.65,negative,2025-10
Dashen Bank,The app keeps having problems with sync issues.,1,-0.408,2025-09-15,3,47,8,Google Play Store,2.4.28,negative,2025-09
Bank of Abyssinia,Disappointed with poor connectivity issues.,1,-0.614,2025-09-22,2,43,5,Google Play Store,1.2.17,negative,2025-09
Bank of Abyssinia,Bank of Abyssinia has the best secure transactions feature.,4,0.693,2025-07-09,2,59,9,Google Play Store,1.8.65,positive,2025-07
